S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured,Death,Death_Rate,Growth_Rate
4061,9/22/2020,Lakshadweep,0,0,0,0,0,0
4062,9/23/2020,Lakshadweep,0,0,0,0,0,0
4063,9/24/2020,Lakshadweep,0,0,0,0,0,0
4064,9/25/2020,Lakshadweep,0,0,0,0,0,0
4065,9/26/2020,Lakshadweep,0,0,0,0,0,0
4066,9/27/2020,Lakshadweep,0,0,0,0,0,0
4067,9/28/2020,Lakshadweep,0,0,0,0,0,0
4068,9/29/2020,Lakshadweep,0,0,0,0,0,0
4069,9/30/2020,Lakshadweep,0,0,0,0,0,0
4070,10/1/2020,Lakshadweep,0,0,0,0,0,0
4071,10/2/2020,Lakshadweep,0,0,0,0,0,0
4072,10/3/2020,Lakshadweep,0,0,0,0,0,0
4073,10/4/2020,Lakshadweep,0,0,0,0,0,0
4074,10/5/2020,Lakshadweep,0,0,0,0,0,0
4075,10/6/2020,Lakshadweep,0,0,0,0,0,0
4076,10/7/2020,Lakshadweep,0,0,0,0,0,0
4077,10/8/2020,Lakshadweep,0,0,0,0,0,0
4078,10/9/2020,Lakshadweep,0,0,0,0,0,0
4079,10/10/2020,Lakshadweep,0,0,0,0,0,0
4080,10/11/2020,Lakshadweep,0,0,0,0,0,0
4081,10/12/2020,Lakshadweep,0,0,0,0,0,0
4082,10/13/2020,Lakshadweep,0,0,0,0,0,0
4083,10/14/2020,Lakshadweep,0,0,0,0,0,0
4084,10/15/2020,Lakshadweep,0,0,0,0,0,0
4085,10/16/2020,Lakshadweep,0,0,0,0,0,0
4086,10/17/2020,Lakshadweep,0,0,0,0,0,0
4087,10/18/2020,Lakshadweep,0,0,0,0,0,0
4088,3/21/2020,Madhya Pradesh,4,4,0,0,0,4
4089,3/22/2020,Madhya Pradesh,4,4,0,0,0,0
4090,3/23/2020,Madhya Pradesh,6,6,0,0,0,2
4091,3/24/2020,Madhya Pradesh,7,7,0,0,0,1
4092,3/25/2020,Madhya Pradesh,7,7,0,0,0,0
4093,3/26/2020,Madhya Pradesh,15,14,0,1,1,7
4094,3/27/2020,Madhya Pradesh,20,19,0,1,0,5
4095,3/28/2020,Madhya Pradesh,30,28,0,2,1,9
4096,3/29/2020,Madhya Pradesh,30,28,0,2,0,0
4097,3/30/2020,Madhya Pradesh,33,31,0,2,0,3
4098,3/31/2020,Madhya Pradesh,47,44,0,3,1,13
4099,4/1/2020,Madhya Pradesh,47,44,0,3,0,0
4100,4/2/2020,Madhya Pradesh,99,93,0,6,3,49
4101,4/3/2020,Madhya Pradesh,99,93,0,6,0,0
4102,4/4/2020,Madhya Pradesh,104,98,0,6,0,5
4103,4/5/2020,Madhya Pradesh,104,98,0,6,0,0
4104,4/6/2020,Madhya Pradesh,165,156,0,9,3,58
4105,4/7/2020,Madhya Pradesh,165,156,0,9,0,0
4106,4/8/2020,Madhya Pradesh,229,216,0,13,4,60
4107,4/9/2020,Madhya Pradesh,229,216,0,13,0,0
4108,4/10/2020,Madhya Pradesh,259,243,0,16,3,27
4109,4/11/2020,Madhya Pradesh,435,402,0,33,17,159
4110,4/12/2020,Madhya Pradesh,532,496,0,36,3,94
4111,4/13/2020,Madhya Pradesh,564,528,0,36,0,32
4112,4/14/2020,Madhya Pradesh,604,517,44,43,7,-11
4113,4/15/2020,Madhya Pradesh,730,629,51,50,7,112
4114,4/16/2020,Madhya Pradesh,987,870,64,53,3,241
4115,4/17/2020,Madhya Pradesh,1120,1003,64,53,0,133
4116,4/18/2020,Madhya Pradesh,1310,1172,69,69,16,169
4117,4/19/2020,Madhya Pradesh,1407,1210,127,70,1,38
4118,4/20/2020,Madhya Pradesh,1407,1210,127,70,0,0
4119,4/21/2020,Madhya Pradesh,1485,1284,127,74,4,74
4120,4/22/2020,Madhya Pradesh,1552,1328,148,76,2,44
4121,4/23/2020,Madhya Pradesh,1592,1364,148,80,4,36
4122,4/24/2020,Madhya Pradesh,1699,1413,203,83,3,49
4123,4/25/2020,Madhya Pradesh,1852,1550,210,92,9,137
4124,4/26/2020,Madhya Pradesh,2096,1787,210,99,7,237
4125,4/27/2020,Madhya Pradesh,2096,1691,302,103,4,-96
4126,4/28/2020,Madhya Pradesh,2168,1756,302,110,7,65
4127,4/29/2020,Madhya Pradesh,2387,1890,377,120,10,134
4128,4/30/2020,Madhya Pradesh,2561,1971,461,129,9,81
4129,5/1/2020,Madhya Pradesh,2660,2041,482,137,8,70
4130,5/2/2020,Madhya Pradesh,2719,2050,524,145,8,9
4131,5/3/2020,Madhya Pradesh,2846,2071,624,151,6,21
4132,5/4/2020,Madhya Pradesh,2846,1892,798,156,5,-179
4133,5/5/2020,Madhya Pradesh,2942,1979,798,165,9,87
4134,5/6/2020,Madhya Pradesh,3049,1873,1000,176,11,-106
4135,5/7/2020,Madhya Pradesh,3138,1854,1099,185,9,-19
4136,5/8/2020,Madhya Pradesh,3252,1828,1231,193,8,-26
4137,5/9/2020,Madhya Pradesh,3341,1792,1349,200,7,-36
4138,5/10/2020,Madhya Pradesh,3614,1723,1676,215,15,-69
4139,5/11/2020,Madhya Pradesh,3614,1723,1676,215,0,0
4140,5/12/2020,Madhya Pradesh,3785,1817,1747,221,6,94
4141,5/13/2020,Madhya Pradesh,3986,1901,1860,225,4,84
4142,5/14/2020,Madhya Pradesh,4173,1937,2004,232,7,36
4143,5/15/2020,Madhya Pradesh,4426,2018,2171,237,5,81
4144,5/16/2020,Madhya Pradesh,4595,2073,2283,239,2,55
4145,5/17/2020,Madhya Pradesh,4789,2231,2315,243,4,158
4146,5/18/2020,Madhya Pradesh,4977,2326,2403,248,5,95
4147,5/19/2020,Madhya Pradesh,5236,2549,2435,252,4,223
4148,5/20/2020,Madhya Pradesh,5465,2577,2630,258,6,28
4149,5/21/2020,Madhya Pradesh,5735,2735,2733,267,9,158
4150,5/22/2020,Madhya Pradesh,5981,2868,2843,270,3,133
4151,5/23/2020,Madhya Pradesh,6170,2809,3089,272,2,-59
4152,5/24/2020,Madhya Pradesh,6371,2823,3267,281,9,14
4153,5/25/2020,Madhya Pradesh,6665,2967,3408,290,9,144
4154,5/26/2020,Madhya Pradesh,6859,2988,3571,300,10,21
4155,5/27/2020,Madhya Pradesh,7024,3030,3689,305,5,42
4156,5/28/2020,Madhya Pradesh,7261,3021,3927,313,8,-9
4157,5/29/2020,Madhya Pradesh,7453,3082,4050,321,8,61
4158,5/30/2020,Madhya Pradesh,7645,3042,4269,334,13,-40
4159,5/31/2020,Madhya Pradesh,7891,3104,4444,343,9,62
4160,6/1/2020,Madhya Pradesh,8089,2897,4842,350,7,-207
4161,6/2/2020,Madhya Pradesh,8283,2922,5003,358,8,25
4162,6/3/2020,Madhya Pradesh,8420,2835,5221,364,6,-87
4163,6/4/2020,Madhya Pradesh,8588,2772,5445,371,7,-63
4164,6/5/2020,Madhya Pradesh,8762,2748,5637,377,6,-24
4165,6/6/2020,Madhya Pradesh,8996,2734,5878,384,7,-14
4166,6/7/2020,Madhya Pradesh,9228,2721,6108,399,15,-13
4167,6/8/2020,Madhya Pradesh,9401,2658,6331,412,13,-63
4168,6/9/2020,Madhya Pradesh,9638,2688,6536,414,2,30
4169,6/10/2020,Madhya Pradesh,9849,2700,6729,420,6,12
4170,6/11/2020,Madhya Pradesh,10049,2730,6892,427,7,30
4171,6/12/2020,Madhya Pradesh,10241,2768,7042,431,4,38
4172,6/13/2020,Madhya Pradesh,10443,2802,7201,440,9,34
4173,6/14/2020,Madhya Pradesh,10641,2817,7377,447,7,15
4174,6/15/2020,Madhya Pradesh,10802,2666,7677,459,12,-151
4175,6/16/2020,Madhya Pradesh,10935,2567,7903,465,6,-99
4176,6/17/2020,Madhya Pradesh,11083,2455,8152,476,11,-112
4177,6/18/2020,Madhya Pradesh,11244,2374,8388,482,6,-81
4178,6/19/2020,Madhya Pradesh,11426,2308,8632,486,4,-66
4179,6/20/2020,Madhya Pradesh,11582,2339,8748,495,9,31
4180,6/21/2020,Madhya Pradesh,11724,2343,8880,501,6,4
4181,6/22/2020,Madhya Pradesh,11903,2373,9015,515,14,30
4182,6/23/2020,Madhya Pradesh,12078,2342,9215,521,6,-31
4183,6/24/2020,Madhya Pradesh,12261,2401,9335,525,4,59
4184,6/25/2020,Madhya Pradesh,12448,2441,9473,534,9,40
4185,6/26/2020,Madhya Pradesh,12596,2435,9619,542,8,-6
4186,6/27/2020,Madhya Pradesh,12798,2448,9804,546,4,13
4187,6/28/2020,Madhya Pradesh,12965,2444,9971,550,4,-4
4188,6/29/2020,Madhya Pradesh,13186,2545,10084,557,7,101
4189,6/30/2020,Madhya Pradesh,13370,2607,10199,564,7,62
4190,7/1/2020,Madhya Pradesh,13593,2626,10395,572,8,19
4191,7/2/2020,Madhya Pradesh,13861,2625,10655,581,9,-1
4192,7/3/2020,Madhya Pradesh,14106,2702,10815,589,8,77
4193,7/4/2020,Madhya Pradesh,14297,2655,11049,593,4,-47
4194,7/5/2020,Madhya Pradesh,14604,2772,11234,598,5,117
4195,7/6/2020,Madhya Pradesh,14930,2911,11411,608,10,139
4196,7/7/2020,Madhya Pradesh,15284,3088,11579,617,9,177
4197,7/8/2020,Madhya Pradesh,15627,3237,11768,622,5,149
4198,7/9/2020,Madhya Pradesh,16036,3420,11987,629,7,183
4199,7/10/2020,Madhya Pradesh,16341,3475,12232,634,5,55
4200,7/11/2020,Madhya Pradesh,16657,3538,12481,638,4,63
4201,7/12/2020,Madhya Pradesh,17201,3878,12679,644,6,340
4202,7/13/2020,Madhya Pradesh,17632,4103,12876,653,9,225
4203,7/14/2020,Madhya Pradesh,18207,4336,13208,663,10,233
4204,7/15/2020,Madhya Pradesh,19005,4757,13575,673,10,421
4205,7/16/2020,Madhya Pradesh,19643,5053,13908,682,9,296
4206,7/17/2020,Madhya Pradesh,20378,5562,14127,689,7,509
4207,7/18/2020,Madhya Pradesh,21081,5870,14514,697,8,308
4208,7/19/2020,Madhya Pradesh,21763,6193,14864,706,9,323
4209,7/20/2020,Madhya Pradesh,22600,6568,15311,721,15,375
4210,7/21/2020,Madhya Pradesh,23310,6888,15684,738,17,320
4211,7/22/2020,Madhya Pradesh,24095,7082,16257,756,18,194
4212,7/23/2020,Madhya Pradesh,24842,7236,16836,770,14,154
4213,7/24/2020,Madhya Pradesh,25474,7335,17359,780,10,99
4214,7/25/2020,Madhya Pradesh,26210,7553,17866,791,11,218
4215,7/26/2020,Madhya Pradesh,26926,7639,18488,799,8,86
4216,7/27/2020,Madhya Pradesh,27800,7857,19132,811,12,218
4217,7/28/2020,Madhya Pradesh,28589,7978,19791,820,9,121
4218,7/29/2020,Madhya Pradesh,29217,8044,20343,830,10,66
4219,7/30/2020,Madhya Pradesh,30134,8357,20934,843,13,313
4220,7/31/2020,Madhya Pradesh,30968,8454,21657,857,14,97
4221,8/1/2020,Madhya Pradesh,31806,8668,22271,867,10,214
4222,8/2/2020,Madhya Pradesh,32614,8769,22969,876,9,101
4223,8/3/2020,Madhya Pradesh,33535,9099,23550,886,10,330
4224,8/4/2020,Madhya Pradesh,34285,9286,24099,900,14,187
4225,8/5/2020,Madhya Pradesh,35082,8756,25414,912,12,-530
4226,8/6/2020,Madhya Pradesh,35734,8741,26064,929,17,-15
4227,8/7/2020,Madhya Pradesh,36564,8716,26902,946,17,-25
4228,8/8/2020,Madhya Pradesh,37298,8715,27621,962,16,-1
4229,8/9/2020,Madhya Pradesh,38157,8827,28353,977,15,112
4230,8/10/2020,Madhya Pradesh,39025,9009,29020,996,19,182
4231,8/11/2020,Madhya Pradesh,39891,9202,29674,1015,19,193
4232,8/12/2020,Madhya Pradesh,40734,9105,30596,1033,18,-97
4233,8/13/2020,Madhya Pradesh,41604,9317,31239,1048,15,212
4234,8/14/2020,Madhya Pradesh,42618,9718,31835,1065,17,401
4235,8/15/2020,Madhya Pradesh,43414,9928,32405,1081,16,210
4236,8/16/2020,Madhya Pradesh,44433,9986,33353,1094,13,58
4237,8/17/2020,Madhya Pradesh,45455,10312,34038,1105,11,326
4238,8/18/2020,Madhya Pradesh,46385,10232,35025,1128,23,-80
4239,8/19/2020,Madhya Pradesh,47375,10521,35713,1141,13,289
4240,8/20/2020,Madhya Pradesh,48351,10717,36475,1159,18,196
4241,8/21/2020,Madhya Pradesh,49493,10782,37540,1171,12,65
4242,8/22/2020,Madhya Pradesh,50640,10928,38527,1185,14,146
4243,8/23/2020,Madhya Pradesh,51866,11261,39399,1206,21,333
4244,8/24/2020,Madhya Pradesh,53129,11510,40390,1229,23,249
4245,8/25/2020,Madhya Pradesh,54421,11944,41231,1246,17,434
4246,8/26/2020,Madhya Pradesh,55800,12225,42310,1265,19,281
4247,8/27/2020,Madhya Pradesh,56864,12336,43246,1282,17,111
4248,8/28/2020,Madhya Pradesh,58181,12422,44453,1306,24,86
4249,8/29/2020,Madhya Pradesh,59433,12714,45396,1323,17,292
4250,8/30/2020,Madhya Pradesh,60875,13117,46413,1345,22,403
4251,8/31/2020,Madhya Pradesh,62433,13592,47467,1374,29,475
4252,9/1/2020,Madhya Pradesh,63965,13914,48657,1394,20,322
4253,9/2/2020,Madhya Pradesh,65490,14072,49992,1426,32,158
4254,9/3/2020,Madhya Pradesh,66914,14337,51124,1453,27,265
4255,9/4/2020,Madhya Pradesh,68586,14888,52215,1483,30,551
4256,9/5/2020,Madhya Pradesh,70244,15474,53257,1513,30,586
4257,9/6/2020,Madhya Pradesh,71880,15688,54649,1543,30,214
4258,9/7/2020,Madhya Pradesh,73574,16115,55887,1572,29,427
4259,9/8/2020,Madhya Pradesh,75459,16961,56909,1589,17,846
4260,9/9/2020,Madhya Pradesh,77323,17205,58509,1609,20,244
4261,9/10/2020,Madhya Pradesh,79192,17702,59850,1640,31,497
4262,9/11/2020,Madhya Pradesh,81379,18433,61285,1661,21,731
4263,9/12/2020,Madhya Pradesh,83619,18992,62936,1691,30,559
4264,9/13/2020,Madhya Pradesh,85966,19840,64398,1728,37,848
4265,9/14/2020,Madhya Pradesh,88247,20487,65998,1762,34,647
4266,9/15/2020,Madhya Pradesh,90730,21228,67711,1791,29,741
4267,9/16/2020,Madhya Pradesh,93053,21620,69613,1820,29,392
4268,9/17/2020,Madhya Pradesh,95515,22136,71535,1844,24,516
4269,9/18/2020,Madhya Pradesh,97906,21631,74398,1877,33,-505
4270,9/19/2020,Madhya Pradesh,100458,21605,76952,1901,24,-26
4271,9/20/2020,Madhya Pradesh,103065,21964,79158,1943,42,359
4272,9/21/2020,Madhya Pradesh,105644,22300,81374,1970,27,336
4273,9/22/2020,Madhya Pradesh,108167,22542,83618,2007,37,242
4274,9/23/2020,Madhya Pradesh,110711,22646,86030,2035,28,104
4275,9/24/2020,Madhya Pradesh,113057,22812,88168,2077,42,166
4276,9/25/2020,Madhya Pradesh,115361,22744,90495,2122,45,-68
4277,9/26/2020,Madhya Pradesh,117588,22198,93238,2152,30,-546
4278,9/27/2020,Madhya Pradesh,119899,22228,95490,2181,29,30
4279,9/28/2020,Madhya Pradesh,122209,22431,97571,2207,26,203
4280,9/29/2020,Madhya Pradesh,124166,21912,100012,2242,35,-519
4281,9/30/2020,Madhya Pradesh,126043,21317,102445,2281,39,-595
4282,10/1/2020,Madhya Pradesh,128047,20997,104734,2316,35,-320
4283,10/2/2020,Madhya Pradesh,130088,20473,107279,2336,20,-524
4284,10/3/2020,Madhya Pradesh,132107,20124,109611,2372,36,-349
4285,10/4/2020,Madhya Pradesh,133918,19807,111712,2399,27,-317
4286,10/5/2020,Madhya Pradesh,135638,19372,113832,2434,35,-435
4287,10/6/2020,Madhya Pradesh,137098,18757,115878,2463,29,-615
4288,10/7/2020,Madhya Pradesh,138668,18141,118039,2488,25,-616
4289,10/8/2020,Madhya Pradesh,140307,17522,120267,2518,30,-619
4290,10/9/2020,Madhya Pradesh,142022,16788,122687,2547,29,-734
4291,10/10/2020,Madhya Pradesh,143629,16168,124887,2574,27,-620
4292,10/11/2020,Madhya Pradesh,145245,15612,127034,2599,25,-556
4293,10/12/2020,Madhya Pradesh,146820,15177,129019,2624,25,-435
4294,10/13/2020,Madhya Pradesh,148298,14932,130721,2645,21,-245
4295,10/14/2020,Madhya Pradesh,149761,14661,132429,2671,26,-271
4296,10/15/2020,Madhya Pradesh,155276,14432,138158,2686,15,-229
4297,10/16/2020,Madhya Pradesh,156584,14157,139717,2710,24,-275
4298,10/17/2020,Madhya Pradesh,157936,13928,141273,2735,25,-229
4299,10/18/2020,Madhya Pradesh,159158,13698,142707,2753,18,-230
4300,3/12/2020,Maharashtra,11,11,0,0,0,11
4301,3/13/2020,Maharashtra,11,11,0,0,0,0
4302,3/14/2020,Maharashtra,14,14,0,0,0,3
4303,3/15/2020,Maharashtra,31,31,0,0,0,17
4304,3/16/2020,Maharashtra,32,32,0,0,0,1
4305,3/17/2020,Maharashtra,39,38,0,1,1,6
4306,3/18/2020,Maharashtra,41,40,0,1,0,2
4307,3/19/2020,Maharashtra,45,44,0,1,0,4
4308,3/20/2020,Maharashtra,47,46,0,1,0,2
4309,3/21/2020,Maharashtra,52,51,0,1,0,5
4310,3/22/2020,Maharashtra,67,65,0,2,1,14
4311,3/23/2020,Maharashtra,74,72,0,2,0,7
4312,3/24/2020,Maharashtra,87,85,0,2,0,13
4313,3/25/2020,Maharashtra,89,87,0,2,0,2
4314,3/26/2020,Maharashtra,124,120,1,3,1,33
4315,3/27/2020,Maharashtra,130,111,15,4,1,-9
4316,3/28/2020,Maharashtra,180,150,25,5,1,39
4317,3/29/2020,Maharashtra,186,155,25,6,1,5
4318,3/30/2020,Maharashtra,193,160,25,8,2,5
4319,3/31/2020,Maharashtra,216,168,39,9,1,8
4320,4/1/2020,Maharashtra,302,254,39,9,0,86
4321,4/2/2020,Maharashtra,335,280,42,13,4,26
4322,4/3/2020,Maharashtra,335,277,42,16,3,-3
4323,4/4/2020,Maharashtra,423,362,42,19,3,85
4324,4/5/2020,Maharashtra,490,424,42,24,5,62
4325,4/6/2020,Maharashtra,690,603,42,45,21,179
4326,4/7/2020,Maharashtra,748,647,56,45,0,44
4327,4/8/2020,Maharashtra,1018,875,79,64,19,228
4328,4/9/2020,Maharashtra,1135,946,117,72,8,71
4329,4/10/2020,Maharashtra,1364,1142,125,97,25,196
4330,4/11/2020,Maharashtra,1574,1276,188,110,13,134
